land_area_hectares,affected_families,compensation_assessed_crores,compensation_ratio,litigation_cases_count,statutory_months,rr_settled_ratio,is_linear_project,high_litigation_state,historical_dispute_index,risk_score,is_delayed
423.7,1023,438.0,0.99,4,14.1,0.9888,1,0,0.339,6.8,0
696.3,1682,719.8,0.99,9,14.5,0.9648,1,0,0.238,12.0,0
1439.5,3477,1488.0,0.99,8,14.3,0.9696,1,0,0.34,10.6,0
270.9,654,280.0,0.9793,14,14.0,0.9408,1,0,0.293,15.5,0
306.3,739,316.6,0.9728,15,14.9,0.936,1,0,0.263,18.5,0
858.6,2074,887.6,0.99,5,14.7,0.984,1,0,0.162,8.9,0
1473.0,3558,1522.6,0.9793,14,14.0,0.9408,1,0,0.359,15.5,0
531.9,1285,549.9,0.9858,13,15.0,0.9456,1,0,0.387,16.5,0
670.3,1619,692.9,0.99,6,14.5,0.9792,1,0,0.145,9.4,0
751.6,1815,776.9,0.99,4,14.4,0.9888,1,0,0.1,7.5,0
838.2,2024,866.4,0.99,11,14.9,0.9552,1,0,0.24,14.5,0
991.4,2394,1024.8,0.99,11,14.0,0.9552,1,0,0.331,12.5,0
350.0,845,361.8,0.99,8,14.3,0.9696,1,0,0.219,10.6,0
1395.9,3372,1443.0,0.99,7,14.5,0.9744,1,0,0.357,10.2,0
340.2,821,351.7,0.99,11,15.0,0.9552,1,0,0.395,14.7,0
1184.5,2861,1224.4,0.99,6,14.4,0.9792,1,0,0.396,9.2,0
593.6,1433,613.6,0.9858,13,14.4,0.9456,1,0,0.128,15.2,0
579.3,1399,598.9,0.99,6,14.5,0.9792,1,0,0.34,9.3,0
664.5,1605,686.9,0.99,4,14.0,0.9888,1,0,0.235,6.5,0
1077.0,2601,1113.3,0.99,4,15.1,0.9888,1,0,0.339,9.0,0
512.3,1237,529.6,0.99,6,14.0,0.9792,1,0,0.266,8.3,0
839.0,2026,867.2,0.99,6,14.8,0.9792,1,0,0.347,10.1,0
289.6,699,299.4,0.99,12,14.1,0.9504,1,0,0.295,13.6,0
1379.7,3332,1426.2,0.99,5,14.1,0.984,1,0,0.177,7.6,0
492.1,1188,508.7,0.99,12,14.7,0.9504,1,0,0.243,14.9,0
794.3,1918,821.0,0.99,4,14.7,0.9888,1,0,0.384,8.1,0
488.4,1179,504.9,0.99,11,14.3,0.9552,1,0,0.312,13.2,0
697.4,1684,720.9,0.99,5,14.1,0.984,1,0,0.303,7.6,0
1499.7,3622,1550.3,0.99,11,15.1,0.9552,1,0,0.358,15.0,0
991.1,2394,1024.5,0.99,11,14.3,0.9552,1,0,0.222,13.2,0
446.5,1078,461.5,0.9858,13,14.8,0.9456,1,0,0.293,16.1,0
342.6,827,354.2,0.99,11,15.0,0.9552,1,0,0.378,14.7,0
356.2,860,368.2,0.9793,14,14.3,0.9408,1,0,0.241,16.1,0
1406.6,3397,1454.0,0.99,10,15.1,0.96,1,0,0.394,14.1,0
525.4,1269,543.1,0.99,5,14.6,0.984,1,0,0.304,8.8,0
676.2,1633,698.9,0.99,4,14.3,0.9888,1,0,0.288,7.2,0
1174.1,2836,1213.6,0.99,11,14.4,0.9552,1,0,0.286,13.4,0
4330.0,11200,2850.0,0.9404,64,24.0,0.88,1,1,0.907,60.0,1
5419.1,14017,3566.8,0.7648,43,29.8,0.7348,1,1,0.904,68.7,1
5121.0,13245,3370.6,0.7899,39,34.7,0.7524,1,1,0.959,70.5,1
3661.6,9471,2410.1,0.8024,37,25.4,0.7612,1,1,0.336,64.1,0
6911.4,17877,4549.1,0.2758,121,27.2,0.3916,1,1,0.989,91.0,1
5044.9,13049,3320.5,0.4702,90,33.4,0.528,1,1,0.819,85.4,1
6423.1,16614,4227.7,0.5015,85,32.6,0.55,1,1,0.701,83.3,1
5616.1,14526,3696.5,0.2758,121,30.4,0.3916,1,1,0.977,93.0,1
1664.9,4306,1095.8,0.6018,69,31.8,0.6204,1,1,0.891,77.9,1
3266.5,8449,2150.0,0.5329,80,27.5,0.572,1,1,0.705,78.6,1
6581.1,17022,4331.7,0.5517,77,30.8,0.5852,1,1,0.753,79.7,1
3682.4,9524,2423.7,0.3573,108,34.4,0.4488,1,1,0.713,91.5,1
3820.1,9881,2514.4,0.7335,48,26.7,0.7128,1,1,0.847,68.3,1
2850.3,7372,1876.1,0.5642,75,27.6,0.594,1,1,0.702,77.1,1
5153.5,13330,3392.0,0.3385,111,32.1,0.4356,1,1,0.989,91.0,1
2262.3,5851,1489.1,0.4451,94,27.8,0.5104,1,1,0.713,83.1,1
6757.3,17478,4447.7,0.746,46,27.2,0.7216,1,1,0.798,68.0,1
6347.2,16417,4177.7,0.6269,65,34.0,0.638,1,1,0.768,78.0,1
4231.3,10944,2785.1,0.8212,34,30.4,0.7744,1,1,0.799,66.3,1
7238.9,18724,4764.6,0.4451,94,32.3,0.5104,1,1,0.704,85.9,1
3819.7,9880,2514.1,0.5767,73,31.9,0.6028,1,1,0.832,79.2,1
1347.9,3486,887.2,0.4639,91,34.4,0.5236,1,1,0.959,86.3,1
6035.9,15612,3972.8,0.6896,55,29.3,0.682,1,1,0.946,72.0,1
7093.7,18348,4669.0,0.8275,33,29.5,0.7788,1,1,0.983,65.2,1
5310.6,13736,3495.4,0.4576,92,27.7,0.5192,1,1,0.752,82.4,1
7054.8,18247,4643.5,0.4827,88,31.0,0.5368,1,1,0.942,83.2,1
5871.4,15187,3864.6,0.7084,52,25.3,0.6952,1,1,0.139,68.6,0
7784.1,20134,5123.5,0.6081,68,25.8,0.6248,1,1,0.138,73.8,0
7070.8,18289,4654.0,0.5141,83,29.7,0.5588,1,1,0.847,80.9,1
5376.8,13907,3539.0,0.3824,104,30.6,0.4664,1,1,0.959,87.9,1
2981.1,7710,1962.2,0.5266,81,31.3,0.5676,1,1,0.739,81.3,1
4988.9,12904,3283.7,0.815,35,28.2,0.77,1,1,0.99,65.2,1
6019.6,15570,3962.1,0.6582,60,28.8,0.66,1,1,0.985,73.3,1
1925.2,4979,1267.1,0.4138,99,27.9,0.4884,1,1,0.762,84.7,1
1789.1,4627,1177.6,0.4702,90,33.5,0.528,1,1,0.955,85.4,1
3444.9,8910,2267.4,0.7648,43,27.4,0.7348,1,1,0.986,67.2,1
6358.9,16447,4185.4,0.815,35,26.6,0.77,1,1,0.87,64.2,1
2091.3,5409,1376.5,0.3949,102,27.5,0.4752,1,1,0.821,85.4,1
7172.0,18551,4720.6,0.3824,104,33.2,0.4664,1,1,0.847,89.5,1
2761.6,7143,1817.7,0.5454,78,28.8,0.5808,1,1,0.779,78.8,1
1908.8,4937,1256.3,0.42,98,34.3,0.4928,1,1,0.762,88.4,1
3440.0,7800,1420.0,0.9789,18,14.0,0.94,1,1,0.111,29.4,0
5591.5,12678,2308.1,0.99,11,13.6,0.9353,1,1,0.236,22.9,0
3193.0,7239,1318.0,0.99,10,14.6,0.94,1,1,0.128,24.4,0
3165.2,7176,1306.6,0.99,13,14.2,0.9259,1,1,0.164,26.1,0
2826.6,6409,1166.8,0.9528,19,14.3,0.8977,1,1,0.326,32.7,0
2490.4,5646,1028.0,0.9462,20,14.8,0.893,1,1,0.218,34.9,0
1402.1,3179,578.8,0.894,28,14.5,0.8554,1,1,0.176,42.7,0
4368.5,9905,1803.3,0.8875,29,13.9,0.8507,1,1,0.138,42.4,0
2039.1,4623,841.7,0.9789,15,14.0,0.9165,1,1,0.353,27.7,0
4882.7,11071,2015.5,0.9528,19,14.8,0.8977,1,1,0.194,33.8,0
5472.1,12407,2258.8,0.9854,14,13.7,0.9212,1,1,0.305,25.9,0
2610.5,5919,1077.6,0.9006,27,13.6,0.8601,1,1,0.201,39.6,0
2363.3,5358,975.6,0.8614,33,13.6,0.8319,1,1,0.187,46.0,0
3825.0,8672,1578.9,0.9528,19,13.5,0.8977,1,1,0.216,30.8,0
3356.1,7609,1385.4,0.9723,16,13.9,0.9118,1,1,0.189,28.5,0
3774.1,8557,1557.9,0.99,10,13.8,0.94,1,1,0.156,22.6,0
5200.4,11791,2146.7,0.9397,21,14.8,0.8883,1,1,0.309,35.9,0
1305.5,2960,538.9,0.9854,14,14.3,0.9212,1,1,0.353,27.3,0
1563.1,3544,645.2,0.99,11,14.2,0.9353,1,1,0.306,24.3,0
3524.4,7991,1454.8,0.8745,31,13.3,0.8413,1,1,0.342,43.2,0
1044.7,2368,431.2,0.99,11,14.0,0.9353,1,1,0.119,23.9,0
3507.0,7951,1447.7,0.9593,18,14.6,0.9024,1,1,0.26,32.3,0
3870.9,8777,1597.9,0.9071,26,14.1,0.8648,1,1,0.361,39.7,0
3198.3,7251,1320.2,0.99,9,14.7,0.9447,1,1,0.169,23.8,0
2402.2,5446,991.6,0.9593,18,14.4,0.9024,1,1,0.273,31.8,0
4058.3,9201,1675.2,0.8484,35,14.0,0.8225,1,1,0.38,47.9,0
5675.4,12868,2342.7,0.9201,24,13.7,0.8742,1,1,0.308,36.6,0
2313.0,5244,954.8,0.9854,14,13.6,0.9212,1,1,0.32,25.7,0
5737.6,13009,2368.4,0.8875,29,13.5,0.8507,1,1,0.385,41.5,0
4766.0,10806,1967.3,0.9462,20,14.5,0.893,1,1,0.218,34.2,0
3291.2,7462,1358.6,0.9071,26,13.9,0.8648,1,1,0.282,39.2,0
5750.8,13039,2373.9,0.9593,18,13.2,0.9024,1,1,0.136,29.0,0
4127.0,9357,1703.6,0.9593,18,14.3,0.9024,1,1,0.145,31.6,0
1744.0,3954,719.9,0.99,12,13.8,0.9306,1,1,0.263,24.3,0
4331.8,9822,1788.1,0.9201,24,14.5,0.8742,1,1,0.334,38.5,0
5961.1,13516,2460.7,0.9397,21,13.3,0.8883,1,1,0.173,32.5,0
3778.6,8567,1559.8,0.9462,20,14.4,0.893,1,1,0.166,34.0,0
4628.4,10494,1910.6,0.99,12,14.4,0.9306,1,1,0.18,25.6,0
3607.6,8179,1489.2,0.99,13,13.3,0.9259,1,1,0.296,24.0,0
3538.4,8023,1460.6,0.99,11,13.9,0.9353,1,1,0.391,23.7,0
3334.9,7561,1376.6,0.8745,31,14.7,0.8413,1,1,0.319,46.4,0
6800.0,15400,4600.0,0.837,92,26.0,0.78,1,1,0.827,67.1,1
3851.4,8722,2605.4,0.664,46,35.2,0.6396,1,1,0.85,75.8,1
6273.4,14207,4243.8,0.25,144,34.8,0.3,1,1,0.846,96.8,1
11178.4,25315,7561.9,0.5078,74,29.6,0.5304,1,1,0.894,80.2,1
3773.0,8544,2552.3,0.597,58,34.8,0.5928,1,1,0.752,78.8,1
12028.3,27240,8136.8,0.5803,61,37.8,0.5811,1,1,0.843,81.4,1
4749.6,10756,3213.0,0.2846,114,41.5,0.3744,1,1,0.946,98.0,1
10419.4,23596,7048.4,0.25,146,35.9,0.3,1,1,0.806,97.5,1
5581.5,12640,3775.7,0.4241,89,28.7,0.4719,1,1,0.879,83.8,1
2515.9,5697,1701.9,0.6417,50,35.3,0.624,1,1,0.857,76.9,1
8237.5,18655,5572.4,0.25,160,38.3,0.3,1,1,0.828,98.0,1
10175.3,23044,6883.3,0.25,173,36.5,0.3,1,1,0.988,97.8,1
6747.5,15281,4564.5,0.25,146,38.1,0.3,1,1,0.803,98.0,1
9088.9,20583,6148.4,0.491,77,31.4,0.5187,1,1,0.824,82.0,1
5360.7,12140,3626.3,0.5803,61,32.7,0.5811,1,1,0.794,78.4,1
6478.0,14670,4382.2,0.2622,118,28.9,0.3588,1,1,0.818,91.8,1
10428.8,23618,7054.7,0.2567,119,35.9,0.3549,1,1,0.737,96.1,1
4427.2,10026,2994.9,0.25,180,30.7,0.3,1,1,0.928,94.5,1
6812.3,15427,4608.3,0.3404,104,38.6,0.4134,1,1,0.932,93.6,1
7212.2,16333,4878.8,0.25,131,39.2,0.3081,1,1,0.974,98.0,1
4722.3,10694,3194.5,0.3125,109,40.6,0.3939,1,1,0.923,96.1,1
10528.9,23844,7122.5,0.5747,62,35.2,0.5772,1,1,0.909,80.1,1
4178.7,9463,2826.7,0.25,171,31.5,0.3,1,1,0.876,94.9,1
2154.8,4880,1457.7,0.25,158,31.5,0.3,1,1,0.89,94.9,1
11081.3,25095,7496.2,0.25,123,39.9,0.3393,1,1,0.869,98.0,1
10140.9,22966,6860.0,0.25,155,32.0,0.3,1,1,0.742,95.2,1
2680.2,6069,1813.1,0.3515,102,35.2,0.4212,1,1,0.986,91.1,1
3071.3,6955,2077.6,0.664,46,41.8,0.6396,1,1,0.929,79.6,1
4079.3,9238,2759.5,0.4408,86,38.3,0.4836,1,1,0.82,88.5,1
7130.6,16148,4823.7,0.25,121,41.5,0.3471,1,1,0.99,98.0,1
4924.4,11152,3331.2,0.25,154,37.0,0.3,1,1,0.898,98.0,1
8079.2,18297,5465.4,0.25,171,39.7,0.3,1,1,0.741,98.0,1
2830.0,6409,1914.4,0.664,46,37.5,0.6396,1,1,0.711,77.1,1
4848.8,10981,3280.0,0.25,183,39.3,0.3,1,1,0.746,98.0,1
7505.3,16997,5077.1,0.25,166,31.2,0.3,1,1,0.889,94.8,1
10432.1,23625,7057.0,0.2957,112,30.5,0.3822,1,1,0.785,91.1,1
3508.0,7944,2373.1,0.5078,74,34.1,0.5304,1,1,0.742,82.8,1
7177.3,16254,4855.2,0.2901,113,36.4,0.3783,1,1,0.731,94.8,1
6267.8,14194,4240.0,0.3738,98,32.6,0.4368,1,1,0.906,88.5,1
11420.5,25864,7725.7,0.3069,110,32.7,0.39,1,1,0.89,91.8,1
2774.7,6283,1877.0,0.25,144,31.6,0.3,1,1,0.78,95.0,1
1820.0,4200,1950.0,0.9333,42,20.0,0.89,1,1,0.702,54.0,1
1393.4,3215,1492.9,0.728,48,25.1,0.7209,1,1,0.736,70.4,1
2237.2,5162,2397.0,0.7404,46,27.6,0.7298,1,1,0.778,71.7,1
1103.3,2546,1182.1,0.8151,34,24.2,0.7832,1,1,0.971,65.5,1
2539.8,5861,2721.2,0.8649,26,25.6,0.8188,1,1,0.728,58.6,1
2200.8,5078,2358.0,0.5102,83,23.4,0.5652,1,1,0.705,79.1,1
2906.1,6706,3113.7,0.6409,62,24.5,0.6586,1,1,0.77,74.3,1
1154.2,2663,1236.7,0.5538,76,26.7,0.5963,1,1,0.87,80.2,1
1951.0,4502,2090.4,0.7093,51,21.1,0.7076,1,1,0.213,64.7,0
2127.5,4909,2279.4,0.5476,77,22.9,0.5918,1,1,0.958,76.3,1
3197.9,7379,3426.3,0.6533,60,25.3,0.6675,1,1,0.887,74.2,1
3009.3,6944,3224.3,0.6222,65,22.3,0.6453,1,1,0.759,71.4,1
1239.6,2860,1328.1,0.6347,63,26.7,0.6542,1,1,0.825,76.3,1
2295.7,5297,2459.7,0.6658,58,25.9,0.6764,1,1,0.999,74.1,1
1534.8,3541,1644.5,0.6036,68,25.5,0.6319,1,1,0.936,76.8,1
2509.9,5792,2689.2,0.784,39,25.5,0.761,1,1,0.886,68.0,1
2986.6,6892,3200.0,0.5476,77,25.5,0.5918,1,1,0.851,79.6,1
2611.0,6025,2797.4,0.672,57,21.8,0.6809,1,1,0.124,68.0,0
1577.6,3640,1690.3,0.896,21,22.9,0.8411,1,1,0.788,49.9,1
1356.5,3130,1453.4,0.7218,49,23.2,0.7165,1,1,0.939,68.3,1
2412.3,5566,2584.6,0.784,39,21.5,0.761,1,1,0.19,61.8,0
1653.0,3814,1771.1,0.6471,61,25.3,0.6631,1,1,0.883,74.5,1
2247.3,5185,2407.8,0.6969,53,25.0,0.6986,1,1,0.731,71.9,1
1222.0,2820,1309.3,0.8462,29,23.3,0.8054,1,1,0.871,59.2,1
821.4,1895,880.1,0.7031,52,21.7,0.7031,1,1,0.185,66.3,0
2069.3,4775,2217.2,0.5538,76,24.8,0.5963,1,1,0.994,78.8,1
3148.1,7264,3373.0,0.5164,82,22.3,0.5696,1,1,0.72,76.7,1
3267.4,7540,3500.8,0.7902,38,22.6,0.7654,1,1,0.783,63.7,1
1435.7,3313,1538.2,0.8213,33,24.3,0.7877,1,1,0.908,65.0,1
1634.0,3770,1750.7,0.7591,43,21.7,0.7432,1,1,0.126,63.5,0
1798.9,4151,1927.4,0.8213,33,22.2,0.7877,1,1,0.99,61.2,1
893.7,2062,957.5,0.8213,33,26.9,0.7877,1,1,0.717,67.0,1
690.4,1593,739.7,0.5911,70,20.9,0.623,1,1,0.295,70.2,0
2827.2,6524,3029.2,0.8462,29,22.9,0.8054,1,1,0.751,58.3,1
2505.2,5781,2684.1,0.6533,60,25.1,0.6675,1,1,0.925,74.1,1
1924.5,4441,2062.0,0.7778,40,23.1,0.7565,1,1,0.904,65.3,1
752.9,1737,806.7,0.7716,41,26.3,0.7521,1,1,0.832,69.2,1
2886.8,6661,3093.0,0.784,39,21.7,0.761,1,1,0.211,62.2,0
1134.0,2616,1215.0,0.8338,31,21.1,0.7965,1,1,0.184,56.9,0
1518.5,3504,1626.9,0.8836,23,22.1,0.8322,1,1,0.774,50.4,1
2967.7,6848,3179.7,0.7778,40,23.7,0.7565,1,1,0.806,66.6,1
1250.0,3100,1420.0,0.9085,35,28.0,0.82,1,0,0.857,53.1,1
1836.6,4554,2086.4,0.5875,68,39.3,0.5822,1,0,0.782,70.3,1
803.5,1992,912.8,0.8479,25,31.3,0.7585,1,0,0.764,47.2,1
961.7,2385,1092.5,0.8963,17,30.4,0.7913,1,0,0.12,38.4,0
1008.1,2499,1145.2,0.7994,33,39.7,0.7257,1,0,0.821,60.0,1
746.6,1851,848.1,0.6844,52,33.6,0.6478,1,0,0.896,62.6,1
656.5,1628,745.8,0.6601,56,42.5,0.6314,1,0,0.934,68.5,1
2026.2,5025,2301.8,0.6359,60,39.4,0.615,1,0,0.85,68.0,1
972.0,2410,1104.2,0.8055,32,39.3,0.7298,1,0,0.804,58.8,1
1969.5,4884,2237.3,0.7813,36,33.8,0.7134,1,0,0.963,58.0,1
841.6,2087,956.1,0.6299,61,37.1,0.6109,1,0,0.957,67.1,1
516.3,1280,586.5,0.5935,67,42.4,0.5863,1,0,0.783,71.7,1
2110.3,5233,2397.3,0.5814,69,38.2,0.5781,1,0,0.826,70.0,1
1762.9,4372,2002.7,0.8963,17,33.5,0.7913,1,0,0.747,40.0,1
1773.8,4399,2015.1,0.5935,67,33.0,0.5863,1,0,0.852,66.7,1
1593.5,3951,1810.2,0.7631,39,36.7,0.7011,1,0,0.729,60.4,1
2093.2,5191,2377.9,0.8358,27,32.4,0.7503,1,0,0.749,49.8,1
723.9,1795,822.4,0.8237,29,33.3,0.7421,1,0,0.895,52.4,1
1376.8,3414,1564.1,0.6177,63,37.6,0.6027,1,0,0.916,68.0,1
655.1,1624,744.2,0.7631,39,37.5,0.7011,1,0,0.904,60.9,1
551.0,1366,625.9,0.8721,21,39.2,0.7749,1,0,0.998,47.2,1
1903.2,4719,2162.0,0.6662,55,38.4,0.6355,1,0,0.83,66.0,1
1579.0,3915,1793.7,0.7328,44,40.2,0.6806,1,0,0.79,63.8,1
597.3,1481,678.6,0.7086,48,33.5,0.6642,1,0,0.914,61.4,1
1149.3,2850,1305.6,0.757,40,30.1,0.697,1,0,0.332,57.2,0
2091.0,5185,2375.3,0.8661,22,36.9,0.7708,1,0,0.806,47.0,1
1393.9,3456,1583.4,0.6359,60,42.5,0.615,1,0,0.757,69.7,1
652.3,1617,741.0,0.8237,29,33.0,0.7421,1,0,0.904,52.3,1
1164.0,2886,1322.3,0.7934,34,30.2,0.7216,1,0,0.16,55.5,0
827.3,2051,939.9,0.8479,25,34.7,0.7585,1,0,0.775,49.0,1
2176.8,5398,2472.9,0.8237,29,38.2,0.7421,1,0,0.974,55.0,1
2049.1,5081,2327.8,0.86,23,38.8,0.7667,1,0,0.832,49.1,1
1360.3,3373,1545.3,0.6359,60,30.8,0.615,1,0,0.777,63.4,1
996.6,2471,1132.2,0.8176,30,31.7,0.738,1,0,0.986,52.6,1
693.9,1720,788.3,0.86,23,33.5,0.7667,1,0,0.797,46.3,1
1023.0,2536,1162.1,0.6238,62,42.3,0.6068,1,0,0.753,70.2,1
668.3,1657,759.2,0.7631,39,41.3,0.7011,1,0,0.92,62.9,1
1138.3,2823,1293.2,0.642,59,37.9,0.6191,1,0,0.751,66.9,1
474.1,1175,538.6,0.5996,66,37.9,0.5904,1,0,0.756,69.0,1
2247.8,5574,2553.5,0.5875,68,41.1,0.5822,1,0,0.816,71.3,1
1006.7,2496,1143.6,0.8539,24,43.4,0.7626,1,0,0.799,52.6,1
2240.0,5400,1820.0,0.978,14,16.0,0.95,1,1,0.184,28.5,0
2115.5,5099,1718.9,0.9454,20,16.1,0.9025,1,1,0.342,35.6,0
2986.0,7198,2426.2,0.9063,26,16.2,0.874,1,1,0.289,42.2,0
1486.4,3583,1207.7,0.99,12,15.3,0.9405,1,1,0.148,25.5,0
3498.5,8433,2842.5,0.9324,22,16.1,0.893,1,1,0.103,37.7,0
2180.8,5257,1771.9,0.9324,22,16.5,0.893,1,1,0.33,38.6,0
2019.9,4869,1641.2,0.9063,26,16.2,0.874,1,1,0.208,42.2,0
1150.6,2773,934.9,0.9063,26,15.2,0.874,1,1,0.203,40.0,0
3645.8,8788,2962.2,0.9259,23,16.2,0.8882,1,1,0.177,39.0,0
2618.7,6313,2127.7,0.9454,20,15.8,0.9025,1,1,0.337,34.9,0
3292.1,7936,2674.8,0.978,15,16.2,0.9263,1,1,0.27,30.4,0
3805.3,9173,3091.8,0.9845,14,15.4,0.931,1,1,0.103,27.6,0
2808.8,6771,2282.2,0.99,11,16.4,0.9452,1,1,0.204,27.0,0
2943.1,7094,2391.2,0.9259,23,15.7,0.8882,1,1,0.392,38.0,0
1665.3,4014,1353.0,0.99,13,15.8,0.9358,1,1,0.301,27.5,0
2635.9,6354,2141.7,0.965,17,15.3,0.9168,1,1,0.102,30.6,0
1770.3,4267,1438.4,0.99,13,15.2,0.9358,1,1,0.242,26.1,0
3042.9,7335,2472.4,0.9519,19,15.9,0.9073,1,1,0.161,34.1,0
3633.7,8759,2952.4,0.99,9,15.9,0.9548,1,1,0.295,24.3,0
3561.9,8586,2894.0,0.9519,19,15.8,0.9073,1,1,0.193,33.8,0
903.5,2178,734.1,0.99,9,15.6,0.9548,1,1,0.105,23.6,0
1520.2,3664,1235.2,0.9519,19,15.9,0.9073,1,1,0.28,34.1,0
3289.3,7929,2672.5,0.99,13,15.1,0.9358,1,1,0.272,26.0,0
2082.1,5019,1691.7,0.965,17,15.0,0.9168,1,1,0.394,30.0,0
3348.7,8072,2720.8,0.9585,18,16.0,0.912,1,1,0.221,33.2,0
1027.1,2476,834.6,0.8998,27,16.1,0.8692,1,1,0.345,43.1,0
3033.8,7313,2464.9,0.9389,21,15.5,0.8978,1,1,0.387,35.3,0
3301.9,7959,2682.8,0.9128,25,16.1,0.8788,1,1,0.377,40.9,0
1492.4,3597,1212.5,0.9324,22,16.3,0.893,1,1,0.292,38.2,0
1638.4,3949,1331.2,0.9063,26,16.4,0.874,1,1,0.133,42.7,0
3792.8,9143,3081.7,0.978,15,15.5,0.9263,1,1,0.321,28.9,0
3334.7,8039,2709.5,0.99,8,15.8,0.9595,1,1,0.376,23.3,0
4022.3,9696,3268.1,0.978,15,15.8,0.9263,1,1,0.235,29.6,0
3693.9,8904,3001.3,0.965,17,16.1,0.9168,1,1,0.214,32.3,0
3725.1,8980,3026.7,0.99,8,16.2,0.9595,1,1,0.346,24.1,0
2234.3,5386,1815.4,0.99,9,15.5,0.9548,1,1,0.194,23.4,0
800.0,1928,650.0,0.99,9,16.2,0.9548,1,1,0.186,24.9,0
1740.2,4195,1413.9,0.99,12,16.5,0.9405,1,1,0.321,28.1,0
2787.7,6720,2265.0,0.9063,26,15.5,0.874,1,1,0.15,40.7,0
1809.4,4362,1470.2,0.9845,14,15.6,0.931,1,1,0.143,28.0,0
3118.7,7518,2533.9,0.99,12,15.6,0.9405,1,1,0.378,26.1,0
3120.0,4100,1150.0,0.9478,11,15.0,0.94,1,0,0.333,15.9,0
3320.0,4362,1223.7,0.9731,11,14.5,0.9353,1,0,0.272,14.6,0
2533.0,3328,933.6,0.9162,20,14.5,0.893,1,0,0.218,24.2,0
3337.4,4385,1230.1,0.9415,16,14.8,0.9118,1,0,0.386,20.6,0
2173.0,2855,800.9,0.99,8,14.6,0.9494,1,0,0.254,11.7,0
3985.7,5237,1469.1,0.99,8,14.0,0.9494,1,0,0.247,10.4,0
2565.8,3371,945.7,0.9289,18,14.3,0.9024,1,0,0.12,21.6,0
1994.8,2621,735.3,0.9541,14,14.1,0.9212,1,0,0.145,16.9,0
5226.0,6867,1926.3,0.99,8,14.4,0.9494,1,0,0.168,11.3,0
3522.7,4629,1298.4,0.9857,9,13.9,0.9447,1,0,0.335,11.1,0
1168.7,1535,430.8,0.9794,10,14.1,0.94,1,0,0.296,12.6,0
3087.7,4057,1138.1,0.99,7,14.3,0.9541,1,0,0.364,10.2,0
2684.2,3527,989.4,0.9541,14,14.2,0.9212,1,0,0.186,17.1,0
4265.9,5605,1572.4,0.9226,19,14.7,0.8977,1,0,0.135,23.6,0
5470.8,7189,2016.5,0.9226,19,14.3,0.8977,1,0,0.136,22.7,0
1185.9,1558,437.1,0.9857,9,14.0,0.9447,1,0,0.326,11.4,0
3909.3,5137,1440.9,0.9668,12,14.0,0.9306,1,0,0.157,14.6,0
1465.9,1926,540.3,0.9541,14,14.7,0.9212,1,0,0.136,18.3,0
3365.9,4423,1240.6,0.9541,14,14.0,0.9212,1,0,0.249,16.6,0
5555.2,7300,2047.6,0.9289,18,14.0,0.9024,1,0,0.348,21.0,0
4190.2,5506,1544.5,0.9605,13,14.8,0.9259,1,0,0.332,17.4,0
2568.6,3375,946.7,0.99,5,14.0,0.9635,1,0,0.211,7.8,0
3860.6,5073,1423.0,0.9478,15,14.8,0.9165,1,0,0.209,19.6,0
2096.8,2755,772.9,0.9605,13,14.8,0.9259,1,0,0.154,17.4,0
1498.0,1968,552.1,0.9668,12,14.9,0.9306,1,0,0.383,16.6,0
4283.5,5628,1578.8,0.9289,18,14.2,0.9024,1,0,0.184,21.4,0
1132.8,1488,417.5,0.9478,15,14.8,0.9165,1,0,0.26,19.5,0
1343.9,1766,495.4,0.9794,10,14.0,0.94,1,0,0.155,12.4,0
3095.3,4067,1140.9,0.9668,12,14.0,0.9306,1,0,0.163,14.6,0
3104.7,4079,1144.4,0.9731,11,14.3,0.9353,1,0,0.216,14.1,0
958.3,1259,353.2,0.9668,12,14.8,0.9306,1,0,0.22,16.3,0
4966.5,6526,1830.6,0.99,7,14.8,0.9541,1,0,0.245,11.4,0
3044.3,4000,1122.1,0.9731,11,14.3,0.9353,1,0,0.395,14.1,0
1338.4,1758,493.3,0.9415,16,14.8,0.9118,1,0,0.305,20.7,0
4877.6,6409,1797.8,0.9226,19,14.2,0.8977,1,0,0.331,22.4,0
4453.4,5852,1641.5,0.99,6,14.5,0.9588,1,0,0.314,9.8,0
3659.4,4808,1348.8,0.99,8,14.7,0.9494,1,0,0.282,11.9,0
1591.2,2091,586.5,0.9605,13,13.8,0.9259,1,0,0.308,15.2,0
4757.9,6252,1753.7,0.9162,20,14.0,0.893,1,0,0.323,23.1,0
1549.1,2035,571.0,0.9794,10,14.5,0.94,1,0,0.155,13.5,0
2750.2,3614,1013.7,0.9668,12,14.0,0.9306,1,0,0.108,14.5,0
1650.0,3800,840.0,0.7381,39,31.0,0.65,1,1,0.968,75.2,1
2319.3,5341,1180.8,0.6052,42,52.0,0.546,1,1,0.839,84.5,1
1763.7,4061,897.9,0.5413,55,56.8,0.5038,1,1,0.954,90.0,1
2491.1,5736,1268.2,0.6298,37,38.9,0.5623,1,1,0.98,77.0,1
2457.7,5660,1251.2,0.6151,40,41.2,0.5525,1,1,0.734,78.9,1
2309.9,5319,1175.9,0.684,26,54.7,0.598,1,1,0.998,76.5,1
